iter	Logloss
196	0.3837001838
197	0.3824554271
198	0.3814555283
199	0.3803677621
200	0.3789192027
201	0.3775850637
202	0.3766066864
203	0.3756448133
204	0.3747462897
205	0.3738489151
206	0.3727587297
207	0.3717002149
208	0.3704935374
209	0.3696744442
210	0.3690037296
211	0.3678553166
212	0.366927223
213	0.3660444309
214	0.3652167526
215	0.3643687306
216	0.3635437961
217	0.3625594953
218	0.3615174458
219	0.3607631367
220	0.3598447668
221	0.3590372451
222	0.3587705883
223	0.3575311509
224	0.3562614959
225	0.3555167585
226	0.3544755373
227	0.3534673884
228	0.3519979921
229	0.3510651177
230	0.3501243941
231	0.3492429668
232	0.348277203
233	0.3471451936
234	0.3462465262
235	0.3452938405
236	0.3445830612
237	0.3434923805
238	0.3423144715
239	0.3411666155
240	0.3403128858
241	0.3395586404
242	0.3386419847
243	0.3379096615
244	0.3371614506
245	0.336045816
246	0.3352128185
247	0.3345013323
248	0.3335551476
249	0.3326869134
250	0.3317385748
251	0.3310738226
252	0.3301953283
253	0.3296215534
254	0.328984462
255	0.3281795937
256	0.3272903212
257	0.3264099688
258	0.3256840624
259	0.3247407017
260	0.3239554825
261	0.323168845
262	0.3223335085
263	0.3216833534
264	0.3207369138
265	0.3197781587
266	0.3191271568
267	0.3183640858
268	0.3175632296
269	0.3167528325
270	0.3160070633
271	0.3151894438
272	0.3145617863
273	0.3140486438
274	0.3132574517
275	0.3127733346
276	0.3120889294
277	0.311333089
278	0.3106004411
279	0.3097552267
280	0.3090085326
281	0.3082836044
282	0.3075746051
283	0.306852908
284	0.3060117508
285	0.3053147382
286	0.3045929259
287	0.3039475309
288	0.3031827252
289	0.3020983359
290	0.3014991777
291	0.3008617944
292	0.3002348234
293	0.299545247
294	0.2988984831
295	0.2983238122
296	0.2976399085
297	0.2969682915
298	0.2963863693
299	0.2960161464
300	0.2953408957
301	0.2947557589
302	0.2937456082
303	0.293029407
304	0.2923650372
305	0.2915500855
306	0.2909219676
307	0.2903236973
308	0.2897060945
309	0.2890641114
310	0.2882895881
311	0.2875478597
312	0.2867905313
313	0.2861040502
314	0.2854437047
315	0.284762325
316	0.284079379
317	0.2832706303
318	0.2825170303
319	0.2820099716
320	0.2814213654
321	0.2805996311
322	0.2800187325
323	0.2792493475
324	0.2787503374
325	0.2779145857
326	0.2777274765
327	0.2771672257
328	0.2766296987
329	0.2761073524
330	0.2753388471
331	0.2746375347
332	0.2740157514
333	0.2735393212
334	0.2728859515
335	0.2722127849
336	0.2716411558
337	0.2710787305
338	0.2703833292
339	0.2695690599
340	0.2689401569
341	0.2685067366
342	0.2679659005
343	0.2675549902
344	0.266920953
345	0.2664202041
346	0.2660880747
347	0.2655442789
348	0.2648690117
349	0.2646363275
350	0.2638094672
351	0.2630729552
352	0.2624389139
353	0.2618359368
354	0.261351421
355	0.2604340027
356	0.2597040144
357	0.2587947434
358	0.2582098163
359	0.2572020128
360	0.2567739939
361	0.2562385921
362	0.2556766847
363	0.2551481107
364	0.2545811061
365	0.2541014244
366	0.2531554699
367	0.2525681545
368	0.2519281527
369	0.2514805588
370	0.2509676917
371	0.250432072
372	0.2498987502
373	0.249384099
374	0.2488706687
375	0.2480932433
376	0.247659971
377	0.2471739259
378	0.2466746117
379	0.2459842337
380	0.2456457039
381	0.2447451517
382	0.2442137003
383	0.243854572
384	0.2435791492
385	0.2428838713
386	0.2423886225
387	0.2419586552
388	0.2413747927
389	0.2409399871
390	0.2405246866
391	0.2404161897
392	0.240022536
393	0.2397442604
394	0.2392849429
395	0.2388198787
396	0.2381476534
397	0.2376737307
398	0.2370172821
399	0.2363177086
400	0.2356520603
401	0.2352297758
402	0.2345885408
403	0.2341162542
404	0.2334693424
405	0.2329141806
406	0.2324788036
407	0.2318631945
408	0.231340174
409	0.2308034034
410	0.2305626253
411	0.2300385853
412	0.2295202757
413	0.2289531231
414	0.2285766149
415	0.2282839602
416	0.2278268543
417	0.2272279386
418	0.2265552529
419	0.226014758
420	0.2252984705
421	0.2249032341
422	0.2245945191
423	0.2241756423
424	0.2238545993
425	0.2233579118
426	0.2228378592
427	0.2225090183
428	0.2219844152
429	0.2215995624
430	0.2212108661
431	0.2207320641
432	0.2203890661
433	0.2199335139
434	0.2197020712
435	0.2194648406
436	0.2190974786
437	0.218688636
438	0.2182103354
439	0.2176988824
440	0.2170951366
441	0.2167096385
442	0.2161929813
443	0.2156453667
444	0.2152144416
445	0.2148937398
446	0.2144339249
447	0.2140688526
448	0.2137116893
449	0.2131655709
450	0.2125494275
451	0.2121793402
452	0.2118014919
453	0.2113669782
454	0.211021448
455	0.2104922656
456	0.2100893177
457	0.2096364334
458	0.2091600361
459	0.2086485378
460	0.2081900712
461	0.2079531941
462	0.2076267086
463	0.207108921
464	0.2067462247
465	0.2063153571
466	0.2058515672
467	0.2053426669
468	0.2047725135
469	0.204249974
470	0.2040374443
471	0.2035875567
472	0.203371159
473	0.2029554145
474	0.2022849075
475	0.2017721061
476	0.2011080734
477	0.200704254
478	0.2002855827
479	0.1998645396
480	0.1995108744
481	0.1989474379
482	0.1985256713
483	0.1981760099
484	0.1979116859
485	0.1974818337
486	0.1967484293
487	0.1963456664
488	0.1958977231
489	0.1956417931
490	0.1952201334
491	0.194835371
492	0.1944713798
493	0.1940754775
494	0.1936483876
495	0.1932908255
496	0.1927663951
497	0.1923177777
498	0.1918693205
499	0.1915975768
500	0.1912643951
501	0.1909610526
502	0.1907024137
503	0.1904567069
504	0.1900327411
505	0.1897142961
506	0.189333332
507	0.1889833459
508	0.1886395586
509	0.1882612171
510	0.1878245905
511	0.1876397585
512	0.187212348
513	0.186949697
514	0.1867338583
515	0.1864072331
516	0.1861000883
517	0.185701806
518	0.1853906204
519	0.185044564
520	0.1848577138
521	0.1847106177
522	0.1842795734
523	0.1838246091
524	0.1834751984
525	0.1830252697
526	0.1825737583
527	0.1822909939
528	0.1818703166
529	0.1814834989
530	0.1810873171
531	0.1808630927
532	0.1805820218
533	0.1801684026
534	0.179669224
535	0.1794501255
536	0.1792130388
537	0.1788426843
538	0.1785602981
539	0.1782791697
540	0.177828016
541	0.1773692616
542	0.1770201387
543	0.176682945
544	0.1763055818
545	0.1759809379
546	0.1756565489
547	0.1753473076
548	0.17502728
549	0.1746185566
550	0.1740330581
551	0.1736354088
552	0.1732191464
553	0.1726989582
554	0.1724273706
555	0.1721122881
556	0.1717654837
557	0.1714932302
558	0.1712720887
559	0.1710363544
560	0.1707155458
561	0.1705260893
562	0.1703001795
563	0.1699604084
564	0.1696659779
565	0.1694640332
566	0.1691956109
567	0.1689877469
568	0.1686601146
569	0.1683200104
570	0.1677662422
571	0.1674672324
572	0.1669166129
573	0.1664137594
574	0.1661857161
575	0.1658554899
576	0.1655202652
577	0.1651059142
578	0.1648840863
579	0.1645986171
580	0.1642226515
581	0.1638759087
582	0.1635788432
583	0.1632508574
584	0.1629572326
585	0.1626096142
586	0.162318912
587	0.1618869634
588	0.1614338817
589	0.1611641193
590	0.1609320764
591	0.1606443504
592	0.1603942328
593	0.1600736832
594	0.1597997443
595	0.1596230104
596	0.159192114
597	0.1590167243
598	0.1588225282
599	0.1585120703
600	0.1582848861
601	0.1579657053
602	0.15759064
603	0.1573891188
604	0.1570388079
605	0.1568342776
606	0.1565432672
607	0.1563828197
608	0.1560529799
609	0.155811984
610	0.1555739888
611	0.1553789542
612	0.1550718875
613	0.1547673365
614	0.1544830265
615	0.1542059882
616	0.1539851674
617	0.1537704673
618	0.1535595244
619	0.1532738373
620	0.1531586565
621	0.1527928977
622	0.1524890579
623	0.1522896331
624	0.1520049819
625	0.1517432229
626	0.1514642814
627	0.1511709156
628	0.1510336646
629	0.1507817836
630	0.150471712
631	0.1502698126
632	0.1501045597
633	0.149886752
634	0.1495545404
635	0.1492938913
636	0.1489809546
637	0.1487945442
638	0.1485870254
639	0.1483278275
640	0.148130421
641	0.1477324099
642	0.1474690026
643	0.1471825345
644	0.1470071982
645	0.1467904181
646	0.1464325847
647	0.1461920368
648	0.1460684867
649	0.1458695099
650	0.1456546989
651	0.1454018108
652	0.1452157415
653	0.1450861651
654	0.1448312998
655	0.144515946
656	0.1443521976
657	0.1439624614
658	0.1437887775
659	0.143508052
660	0.143208849
661	0.1428309885
662	0.142623367
663	0.1423797361
664	0.1420830283
665	0.1418231191
666	0.1415077736
667	0.1412940519
668	0.1410430793
669	0.1408840377
670	0.1406764573
671	0.140377801
672	0.1401624762
673	0.1398565605
674	0.1396151164
675	0.1394268973
676	0.1391878292
677	0.1389623675
678	0.1386303573
679	0.1384912442
680	0.1381603356
681	0.1380127134
682	0.1377828614
683	0.1375606389
684	0.1373320612
685	0.1370562274
686	0.1368872379
687	0.1366251419
688	0.1363472034
689	0.1360766477
690	0.1358138446
691	0.1355222505
692	0.1353188301
693	0.1351201863
694	0.1349213781
695	0.1346579009
696	0.1344577608
697	0.1340328249
698	0.1337642012
699	0.1335896952
700	0.1333558477
701	0.1331982448
702	0.1330142514
703	0.1328170711
704	0.1325937222
705	0.1322796756
706	0.1320461898
707	0.1318045896
708	0.1316957803
709	0.1314535305
710	0.1312146433
711	0.1309718921
712	0.1306948826
713	0.1304870392
714	0.1303135033
715	0.1300316597
716	0.129864257
717	0.1296647993
718	0.1293601496
719	0.1292242839
720	0.1290465634
721	0.1288468756
722	0.1286779437
723	0.1284457733
724	0.1282919522
725	0.1280867067
726	0.12771248
727	0.1275588891
728	0.1273439999
729	0.1270986837
730	0.1268909389
731	0.1265993529
732	0.1263405044
733	0.1261346422
734	0.1260474468
735	0.1257806235
736	0.1255480832
737	0.125354997
738	0.1251609408
739	0.1249714309
740	0.1248550744
741	0.1247376245
742	0.1244648572
743	0.1243111183
744	0.1240868075
745	0.1238839791
746	0.1236066325
747	0.1234539624
748	0.1233065457
749	0.1230933995
750	0.122950447
751	0.1227852969
752	0.1226308017
753	0.1223545403
754	0.122178275
755	0.1219839968
756	0.1218381175
757	0.1217709574
758	0.1215448462
759	0.1213266521
760	0.1210423009
761	0.1209219324
762	0.120740389
763	0.1205537073
764	0.1203116055
765	0.1202446674
766	0.1199913683
767	0.1198486953
768	0.1197093355
769	0.1194988037
770	0.1193559088
771	0.1191935621
772	0.1189179914
773	0.118706473
774	0.1183816564
775	0.1182260267
776	0.1181398918
777	0.1180032286
778	0.117869188
779	0.1177038407
780	0.1175573037
781	0.1174081769
782	0.1171779961
783	0.1169336582
784	0.1166935214
785	0.1164999501
786	0.1162416524
787	0.1159469506
788	0.1157850233
789	0.1155555248
790	0.1153441298
791	0.1151956936
792	0.1150720037
793	0.1149263135
794	0.114709887
795	0.1145162254
796	0.1144268431
797	0.1141101163
798	0.1139505403
799	0.1139066713
800	0.1138140662
801	0.1136624649
802	0.1135543379
803	0.1134147808
804	0.1132401351
805	0.1131135842
806	0.112933833
807	0.1126936058
808	0.1125181543
809	0.1124207891
810	0.1123007577
811	0.1121479067
812	0.1119687064
813	0.1117627127
814	0.1115457189
815	0.1112705099
816	0.111090693
817	0.1109021697
818	0.1106165442
819	0.1103793259
820	0.11020482
821	0.1100498972
822	0.1098591952
823	0.1098025503
824	0.1096202505
825	0.1094923102
826	0.1092496823
827	0.109116472
828	0.1089531471
829	0.1087744318
830	0.1086282648
831	0.1084215312
832	0.1081851269
833	0.108047658
834	0.1079515178
835	0.1077891794
836	0.1076290443
837	0.1074994515
838	0.1073729252
839	0.1072572757
840	0.1071006019
841	0.1069823791
842	0.1068013783
843	0.106642608
844	0.1064865836
845	0.1063371938
846	0.1061270073
847	0.1059580425
848	0.1057737778
849	0.1056580872
850	0.1054707067
851	0.1053401848
852	0.1052539266
853	0.1051763502
854	0.1050147435
855	0.1048318929
856	0.1046745366
857	0.1044921628
858	0.1043454696
859	0.1041177717
860	0.1039549071
861	0.1038236454
862	0.1037032275
863	0.1036027464
864	0.1034478319
865	0.1033053398
866	0.1031420642
867	0.1029929621
868	0.1027363498
869	0.1026682196
870	0.1025550037
871	0.1023834738
872	0.1022846534
873	0.1021235647
874	0.1020247279
875	0.1018808628
876	0.1017229146
877	0.1016381116
878	0.1014711857
879	0.1013026073
880	0.1011744039
881	0.1010638517
882	0.1008678551
883	0.1007585526
884	0.1007309864
885	0.1006056358
886	0.1004363751
887	0.1003044474
888	0.100194224
889	0.1000442998
890	0.09987568033
891	0.09977640777
892	0.09967778469
893	0.09953552279
894	0.09942172314
895	0.09929929108
896	0.09915693875
897	0.09902584142
898	0.09887697779
899	0.09874857705
900	0.09863866609
901	0.09848913653
902	0.09838115758
903	0.09827992834
904	0.09814306785
905	0.09804552999
906	0.09789904233
907	0.09775571988
908	0.09758084396
909	0.09751502399
910	0.09737100272
911	0.09725462979
912	0.09713848706
913	0.09706562141
914	0.09687770646
915	0.09677528513
916	0.09667362838
917	0.09652839036
918	0.09639615848
919	0.09631567166
920	0.09614735636
921	0.09596052663
922	0.09583272605
923	0.09574052383
924	0.09560787267
925	0.09546701661
926	0.09533746489
927	0.09520043998
928	0.09515083247
929	0.0949946272
930	0.09487508083
931	0.09473264628
932	0.09461458798
933	0.09451628553
934	0.09436991297
935	0.09425488012
936	0.09416192976
937	0.09405030053
938	0.09391755893
939	0.09379726443
940	0.09374251859
941	0.09361402742
942	0.0935037876
943	0.09333890882
944	0.09322659723
945	0.09305972066
946	0.09298206198
947	0.09278467606
948	0.09267476509
949	0.09261317911
950	0.09250044001
951	0.09236006079
952	0.09224640912
953	0.09216112104
954	0.09205000976
955	0.09194369974
956	0.09179140782
957	0.0917280378
958	0.09162059324
959	0.09153731938
960	0.09139219646
961	0.09128443948
962	0.09115424649
963	0.09102960291
964	0.09093460543
965	0.09073448181
966	0.09059024679
967	0.09035163912
968	0.09024552641
969	0.09015258427
970	0.08999581173
971	0.08988257934
972	0.08974799617
973	0.08962345945
974	0.08951113964
975	0.08940552021
976	0.08930044339
977	0.08914333376
978	0.08904280334
979	0.08889237766
980	0.08877839713
981	0.0887004507
982	0.08857656347
983	0.08847575352
984	0.08836329394
985	0.08819509375
986	0.08804019566
987	0.08792693039
988	0.08778962596
989	0.08773829197
990	0.08763843569
991	0.08748624243
992	0.08739186155
993	0.08718271091
994	0.08709836006
995	0.08700158678
996	0.08681409112
997	0.08667444361
998	0.08658064645
999	0.08648327301
